t,value
1523480235,0.23488949239253998
1523481135,0.2364659160375595
1523482035,0.2377619743347168
1523482935,0.2383158951997757
1523483835,0.23898538947105408
1523484735,0.23943614959716797
1523485635,0.23981255292892456
1523486535,0.23999084532260895
1523487435,0.24033138155937195
1523488335,0.24039003252983093
1523489235,0.24046024680137634
1523490135,0.24053704738616943
1523491035,0.24075855314731598
1523491935,0.24116408824920654
1523492835,0.2412288933992386
1523493735,0.24134476482868195
1523494635,0.24144737422466278
1523495535,0.2418268620967865
1523496435,0.24187231063842773
1523497335,0.24189767241477966
1523498235,0.24199903011322021
1523499135,0.2422720342874527
1523500035,0.24228419363498688
1523500935,0.2423030138015747
1523501835,0.24366025626659393
1523502735,0.2438175231218338
1523503635,0.24385668337345123
1523504535,0.2438904494047165
1523505435,0.24395869672298431
1523506335,0.24404412508010864
1523507235,0.2441522479057312
1523508135,0.24416466057300568
1523509035,0.2442963570356369
1523509935,0.24431763589382172
1523510835,0.24435997009277344
1523511735,0.24445219337940216
1523512635,0.2444605529308319
1523513535,0.24447715282440186
1523514435,0.24449799954891205
1523516256,0.23323462903499603
